SNo,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
452,Dario Šarić,DEN,31,16,7,9,13.1,3.5,1.3,3.6,36.2,0.4,1.6,26.9,0.4,0.6,70.0,0.9,2.3,3.1,1.4,0.9,0.4,0.1,1.2,10.0,1.0,0.0,-3.1
453,Doug McDermott,SAC,33,42,21,21,8.1,3.5,1.2,2.8,42.7,1.0,2.4,43.6,0.1,0.1,60.0,0.1,0.5,0.5,0.2,0.1,0.1,0.0,0.7,4.7,0.0,0.0,0.6
454,Andre Jackson Jr.,MIL,23,67,39,28,14.6,3.4,1.4,2.9,47.7,0.4,1.1,39.5,0.2,0.4,50.0,1.0,1.7,2.7,1.2,0.9,0.5,0.2,1.7,9.8,0.0,0.0,-0.5
455,Bruno Fernando,TOR,26,17,2,15,8.6,3.4,1.5,2.9,53.1,0.0,0.0,0.0,0.4,0.5,75.0,1.2,1.8,3.0,1.1,0.8,0.2,0.5,1.6,10.1,0.0,0.0,-1.3
456,Jamaree Bouyea,MIL,25,5,4,1,12.3,3.4,1.2,2.4,50.0,0.2,1.0,20.0,0.8,1.2,66.7,0.2,0.8,1.0,2.0,1.6,0.8,0.4,0.4,9.6,0.0,0.0,0.4
457,Isaac Jones,SAC,24,40,19,21,7.6,3.4,1.4,2.1,65.1,0.1,0.2,37.5,0.6,0.9,63.9,0.6,0.9,1.4,0.3,0.4,0.1,0.3,0.8,6.2,0.0,0.0,-1.6
458,Damion Lee,PHX,32,25,6,19,5.8,3.3,1.1,3.0,36.5,0.4,1.5,24.3,0.8,0.8,95.2,0.1,0.7,0.8,0.4,0.4,0.2,0.0,0.2,5.3,0.0,0.0,1.0
459,Kevin Knox II,GSW,25,14,11,3,6.0,3.3,1.3,2.6,50.0,0.3,1.1,26.7,0.4,0.6,75.0,0.5,0.7,1.2,0.4,0.3,0.1,0.3,0.4,6.3,0.0,0.0,-0.2
460,Nate Williams,HOU,26,20,14,6,7.3,3.3,1.4,3.1,43.5,0.3,1.3,23.1,0.3,0.4,62.5,0.3,0.4,0.7,0.5,0.7,0.4,0.2,0.8,5.8,0.0,0.0,-1.2
461,Zeke Nnaji,DEN,24,57,36,21,10.7,3.2,1.2,2.5,49.6,0.3,0.9,32.7,0.5,0.8,61.4,0.6,1.0,1.6,0.4,0.2,0.4,0.7,1.1,8.8,0.0,0.0,-0.4
462,Elijah Harkless,UTA,25,10,1,9,13.8,3.2,1.1,3.5,31.4,0.7,2.5,28.0,0.3,0.6,50.0,0.9,1.2,2.1,0.8,0.3,1.0,0.1,1.8,9.9,0.0,0.0,3.1
463,Cam Reddish,LAL,25,33,15,18,17.9,3.2,1.2,2.8,40.4,0.4,1.4,27.7,0.5,0.8,61.5,0.5,1.5,2.0,0.7,0.4,1.0,0.3,1.3,10.1,0.0,0.0,-2.8
464,Delon Wright,NYK,32,40,22,18,15.9,3.1,1.1,3.3,34.4,0.5,1.8,27.4,0.4,0.6,60.0,0.7,1.0,1.7,1.9,0.6,0.9,0.3,0.6,11.0,0.0,0.0,0.0
465,Kylor Kelley,NOP,27,11,3,8,11.5,3.1,1.3,2.0,63.6,0.0,0.0,0.0,0.5,0.9,60.0,1.1,2.5,3.5,0.5,0.4,0.1,0.3,1.4,8.8,1.0,0.0,-6.8
466,Maxi Kleber,LAL,33,34,18,16,18.7,3.0,1.1,2.8,38.5,0.4,1.4,26.5,0.5,0.6,76.2,0.7,2.1,2.8,1.3,0.7,0.3,0.5,1.9,9.9,0.0,0.0,-0.5
467,Gary Harris,ORL,30,48,28,20,14.8,3.0,1.1,2.8,38.3,0.8,2.1,35.6,0.1,0.3,58.3,0.4,0.9,1.3,0.6,0.4,0.5,0.3,0.9,7.6,0.0,0.0,1.8
468,P.J. Tucker,NYK,39,3,1,2,19.3,3.0,1.0,2.3,42.9,1.0,2.0,50.0,0.0,0.0,0.0,1.3,1.3,2.7,0.0,0.3,0.3,0.3,2.7,7.9,0.0,0.0,-7.3
469,Tazé Moore,POR,26,2,0,2,9.9,3.0,1.0,5.0,20.0,0.5,2.0,25.0,0.5,1.0,50.0,2.0,2.0,4.0,0.5,1.0,1.0,0.0,0.0,10.6,0.0,0.0,-3.5
470,Rayan Rupert,POR,20,52,23,29,8.8,3.0,1.1,2.7,40.8,0.3,1.1,27.1,0.4,0.6,76.7,0.5,0.8,1.3,0.5,0.6,0.3,0.1,0.7,5.9,1.0,0.0,-1.7
471,Pete Nance,MIL,25,13,8,5,10.6,2.9,1.1,2.5,43.8,0.7,1.8,37.5,0.1,0.2,50.0,0.4,1.2,1.6,0.8,0.3,0.2,0.2,1.3,6.6,0.0,0.0,-1.1
472,Tyler Smith,MIL,20,23,12,11,5.3,2.9,1.0,2.2,48.0,0.6,1.3,43.3,0.3,0.3,75.0,0.3,0.8,1.1,0.2,0.3,0.1,0.2,0.5,5.0,0.0,0.0,0.3
473,Markelle Fultz,SAC,26,21,9,12,8.8,2.9,1.3,3.2,41.8,0.2,0.4,50.0,0.0,0.0,100,0.3,0.7,1.0,1.3,0.7,0.5,0.1,0.6,7.0,0.0,0.0,0.2
474,Taj Gibson,CHA,39,37,10,27,11.1,2.9,1.3,2.6,49.5,0.0,0.1,50.0,0.3,0.5,60.0,1.4,1.9,3.2,0.6,0.7,0.2,0.5,1.5,9.1,1.0,0.0,-3.4
475,RayJ Dennis,IND,24,11,7,4,6.4,2.7,1.0,3.0,33.3,0.5,1.9,28.6,0.2,0.2,100,0.2,0.9,1.1,1.3,0.5,0.6,0.2,0.6,7.9,0.0,0.0,4.0
476,Keshad Johnson,MIA,23,16,10,6,6.1,2.7,1.1,1.6,69.2,0.2,0.4,42.9,0.3,0.6,44.4,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,6.6,0.0,0.0,0.3
477,David Duke Jr.,SAS,25,6,0,6,5.6,2.7,1.0,2.3,42.9,0.5,1.0,50.0,0.2,0.3,50.0,0.2,0.7,0.8,0.7,0.3,0.2,0.0,0.2,4.8,0.0,0.0,4.7
478,Hunter Tyson,DEN,24,51,30,21,7.8,2.6,0.9,2.4,37.5,0.5,1.5,31.1,0.4,0.5,75.0,0.5,1.0,1.5,0.4,0.3,0.2,0.1,0.9,5.7,0.0,0.0,-1.9
479,Josh Minott,MIN,22,46,32,14,6.0,2.6,1.0,2.0,48.9,0.3,0.9,32.6,0.4,0.4,89.5,0.3,0.8,1.0,0.4,0.2,0.3,0.3,0.7,5.9,0.0,0.0,-0.3
480,Reece Beekman,BKN,23,36,13,23,13.0,2.6,1.0,3.0,32.7,0.2,1.1,17.5,0.4,0.6,76.2,0.4,0.7,1.1,1.8,0.6,0.9,0.1,1.0,8.8,0.0,0.0,-3.3
481,Jae Crowder,SAC,34,9,3,6,11.4,2.6,0.8,2.4,31.8,0.4,1.7,26.7,0.6,0.7,83.3,0.7,1.6,2.2,0.7,0.4,0.3,0.0,1.1,6.8,0.0,0.0,-2.0
482,Jaden Springer,UTA,22,43,22,21,8.5,2.5,0.8,2.1,38.9,0.3,1.1,25.0,0.6,0.9,71.1,0.4,1.0,1.3,0.8,0.4,0.6,0.1,1.0,6.9,0.0,0.0,-0.7
483,Anthony Gill,WAS,32,51,7,44,7.8,2.5,0.8,1.7,48.9,0.2,0.6,32.3,0.6,1.0,66.0,0.4,0.9,1.3,0.3,0.2,0.2,0.0,0.6,5.0,0.0,0.0,-1.4
484,Pat Spencer,GSW,28,39,24,15,6.4,2.5,1.1,2.6,40.6,0.1,0.6,22.7,0.3,0.4,73.3,0.4,0.8,1.2,1.2,0.5,0.4,0.1,0.5,6.6,0.0,0.0,-0.4
485,Dillon Jones,OKC,23,54,45,9,10.2,2.5,0.9,2.5,38.3,0.3,1.2,25.4,0.3,0.5,60.7,0.6,1.7,2.2,1.1,0.5,0.3,0.1,1.0,7.4,1.0,0.0,1.4
486,Trey Jemison III,LAL,25,38,17,21,10.3,2.5,1.1,1.9,55.4,0.0,0.0,0.0,0.3,0.9,39.4,1.2,1.6,2.8,0.4,0.6,0.2,0.4,1.8,7.7,0.0,0.0,-0.5
487,John Konchar,MEM,29,46,26,20,12.1,2.4,0.9,2.0,45.1,0.5,1.3,37.1,0.2,0.2,87.5,0.8,2.5,3.3,0.9,0.3,0.7,0.3,0.7,10.3,0.0,0.0,1.3
488,Christian Koloko,LAL,24,37,23,14,9.2,2.4,1.1,1.8,60.6,0.0,0.1,0.0,0.3,0.4,71.4,0.9,1.5,2.5,0.4,0.3,0.2,0.4,1.2,7.7,0.0,0.0,-0.2
489,Johnny Davis,WAS,23,34,4,30,7.1,2.4,0.9,2.3,41.0,0.2,0.9,24.1,0.3,0.4,60.0,0.3,0.8,1.1,0.3,0.2,0.4,0.2,0.5,5.8,0.0,0.0,-0.8
490,Miles Norris,BOS,25,3,2,1,11.6,2.3,0.7,3.0,22.2,0.7,2.3,28.6,0.3,0.7,50.0,0.7,2.3,3.0,0.0,0.0,0.7,0.3,0.0,8.9,0.0,0.0,-4.7
491,Mason Jones,SAC,26,10,4,6,4.5,2.3,0.9,1.8,50.0,0.1,0.8,12.5,0.4,0.5,80.0,0.2,0.7,0.9,1.1,0.1,0.0,0.1,0.3,5.2,0.0,0.0,0.1
492,Bronny James,LAL,20,27,17,10,6.7,2.3,0.8,2.5,31.3,0.3,1.2,28.1,0.4,0.5,78.6,0.1,0.5,0.7,0.8,0.5,0.3,0.1,0.5,5.2,0.0,0.0,-2.6
493,MarJon Beauchamp,NYK,24,35,19,16,4.5,2.3,0.8,1.9,41.5,0.3,0.8,34.5,0.4,0.6,75.0,0.3,0.9,1.3,0.3,0.4,0.1,0.0,0.4,4.2,0.0,0.0,0.3
494,Patrick Baldwin Jr.,LAC,22,24,3,21,4.4,2.2,0.8,1.5,54.3,0.5,1.0,56.5,0.1,0.2,50.0,0.2,0.8,1.0,0.1,0.2,0.1,0.1,0.3,4.1,0.0,0.0,1.2
495,TyTy Washington Jr.,PHX,23,16,4,12,7.4,2.2,0.9,2.8,31.1,0.3,1.3,19.0,0.2,0.4,50.0,0.3,0.6,0.8,1.0,0.2,0.2,0.0,0.3,5.0,0.0,0.0,0.1
496,Drew Peterson,BOS,25,25,17,8,7.4,2.2,0.7,1.6,41.5,0.5,1.3,39.4,0.3,0.4,77.8,0.4,1.2,1.6,0.5,0.3,0.2,0.1,0.7,5.4,0.0,0.0,1.8
497,Jordan McLaughlin,SAS,29,46,17,29,6.8,2.1,0.7,1.6,43.1,0.4,1.0,41.3,0.4,0.5,77.3,0.1,0.5,0.7,1.1,0.3,0.3,0.0,0.4,5.3,0.0,0.0,1.2
498,Chris Duarte,CHI,27,17,4,13,4.4,2.1,0.7,1.5,46.2,0.4,0.9,40.0,0.4,0.5,75.0,0.3,0.9,1.2,0.5,0.1,0.0,0.0,0.4,4.3,0.0,0.0,0.7
499,Enrique Freeman,IND,24,22,7,15,8.2,2.1,0.7,1.7,43.2,0.0,0.5,10.0,0.6,0.9,68.4,0.5,0.9,1.4,0.4,0.3,0.1,0.1,1.0,4.9,0.0,0.0,-0.9
500,Dwight Powell,DAL,33,55,25,30,10.0,2.1,0.8,1.1,68.9,0.0,0.1,40.0,0.5,0.8,65.1,0.9,1.3,2.1,1.0,0.3,0.3,0.4,1.4,7.9,0.0,0.0,-0.3
501,JD Davison,BOS,22,16,13,3,5.8,2.1,0.8,2.1,35.3,0.3,1.1,22.2,0.3,0.4,71.4,0.1,0.7,0.8,0.8,0.8,0.3,0.1,0.1,4.6,0.0,0.0,-1.8
502,Johnny Furphy,IND,20,50,31,19,7.6,2.1,0.7,1.8,38.0,0.3,1.0,30.0,0.4,0.4,81.8,0.5,1.0,1.4,0.4,0.2,0.4,0.2,0.8,5.8,0.0,0.0,0.4
503,Adama Sanogo,CHI,23,4,2,2,5.4,2.0,1.0,1.8,57.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.3,1.5,0.3,0.3,0.0,0.0,0.3,3.9,0.0,0.0,-1.3
504,Josh Christopher,MIA,23,14,9,5,5.0,2.0,0.8,2.2,35.5,0.1,0.8,18.2,0.3,0.4,66.7,0.0,0.6,0.6,0.6,0.4,0.4,0.2,0.1,4.9,0.0,0.0,-0.4
505,Tyler Kolek,NYK,24,41,27,14,7.2,2.0,0.7,2.0,32.9,0.3,1.1,29.8,0.3,0.4,76.5,0.2,0.5,0.7,1.7,0.4,0.3,0.1,0.6,6.1,0.0,0.0,0.0
506,Kobe Brown,LAC,25,40,25,15,6.8,1.9,0.8,1.8,45.8,0.2,0.7,23.1,0.1,0.2,71.4,0.5,1.2,1.6,0.6,0.3,0.2,0.1,0.6,5.3,0.0,0.0,-1.3
507,Ariel Hukporti,NYK,23,25,17,8,8.7,1.9,0.8,1.2,67.7,0.0,0.0,0.0,0.2,0.5,46.2,0.6,1.5,2.0,0.4,0.8,0.0,0.6,1.3,6.1,0.0,0.0,-2.5
508,Garrett Temple,TOR,38,28,11,17,8.1,1.9,0.6,2.1,30.0,0.2,1.0,21.4,0.4,0.4,91.7,0.3,0.7,1.0,1.1,0.4,0.6,0.1,0.8,6.5,0.0,0.0,-1.0
509,Bobi Klintman,DET,22,8,4,4,5.3,1.9,0.8,1.3,60.0,0.3,0.6,40.0,0.1,0.3,50.0,0.1,0.8,0.9,0.9,0.1,0.3,0.1,1.0,5.2,0.0,0.0,0.0
510,Jericho Sims,MIL,26,53,34,19,11.9,1.8,0.8,1.3,63.4,0.0,0.0,0.0,0.2,0.2,61.5,1.3,2.4,3.7,0.6,0.6,0.2,0.4,1.2,8.3,0.0,0.0,0.5
511,Vlatko Čančar,DEN,28,13,2,11,10.4,1.8,0.8,2.0,38.5,0.3,1.2,26.7,0.0,0.0,0.0,0.5,2.0,2.5,0.7,0.8,0.2,0.2,0.8,6.1,0.0,0.0,-1.4
512,Jahmir Young,CHI,24,6,4,2,4.9,1.8,0.7,0.8,80.0,0.2,0.3,50.0,0.3,0.3,100,0.2,0.3,0.5,1.0,0.2,0.0,0.0,0.3,3.8,0.0,0.0,-1.2
513,Trentyn Flowers,LAC,20,6,4,2,4.4,1.8,0.7,1.8,36.4,0.0,0.3,0.0,0.5,0.5,100,0.2,0.5,0.7,0.0,0.2,0.0,0.0,0.7,2.5,0.0,0.0,-1.0
514,Adam Flagler,OKC,25,37,34,3,5.5,1.8,0.7,2.6,26.0,0.4,1.9,19.4,0.0,0.1,50.0,0.2,0.5,0.7,0.3,0.1,0.2,0.1,0.4,3.9,0.0,0.0,0.2
515,E.J. Liddell,CHI,24,12,6,6,4.4,1.8,0.7,1.3,53.3,0.3,0.8,30.0,0.2,0.2,100,0.3,0.5,0.8,0.3,0.2,0.1,0.1,0.9,3.4,0.0,0.0,-0.7
516,PJ Hall,DEN,23,19,12,7,3.5,1.7,0.7,1.3,58.3,0.1,0.4,25.0,0.2,0.2,75.0,0.3,0.8,1.2,0.2,0.1,0.0,0.2,0.6,4.0,0.0,0.0,-0.1
517,Tristan Thompson,CLE,34,40,31,9,8.2,1.7,0.8,1.8,43.7,0.0,0.1,0.0,0.2,0.8,23.3,0.8,2.6,3.4,0.6,0.4,0.1,0.3,0.9,7.3,0.0,0.0,-2.1
518,Alex Ducas,OKC,24,21,20,1,6.0,1.7,0.6,1.4,40.0,0.5,1.0,47.6,0.1,0.1,100,0.4,0.8,1.2,0.2,0.2,0.2,0.0,0.6,4.1,0.0,0.0,-1.0
519,Emanuel Miller,CHI,24,6,4,2,4.1,1.7,0.7,1.3,50.0,0.0,0.2,0.0,0.3,0.3,100,0.7,0.7,1.3,0.3,0.0,0.2,0.0,0.5,4.3,0.0,0.0,-1.3
520,Pacôme Dadiet,NYK,19,18,14,4,6.2,1.7,0.6,1.7,32.3,0.3,1.1,31.6,0.2,0.3,66.7,0.2,0.8,1.0,0.3,0.2,0.2,0.1,0.4,3.9,0.0,0.0,-0.9
521,Yuki Kawamura,MEM,23,22,17,5,4.2,1.6,0.5,1.4,36.7,0.3,1.0,30.4,0.3,0.4,77.8,0.0,0.5,0.5,0.9,0.2,0.1,0.0,0.4,3.6,0.0,0.0,1.2
522,Alex Len,LAL,31,46,21,25,8.3,1.6,0.7,1.4,50.8,0.0,0.2,22.2,0.2,0.4,47.1,0.8,1.2,2.1,0.8,0.4,0.2,0.5,1.2,6.8,0.0,0.0,-3.3
523,Phillip Wheeler,PHI,22,5,0,5,8.9,1.6,0.6,4.2,14.3,0.0,2.0,0.0,0.4,0.4,100,0.4,1.2,1.6,0.4,0.2,0.2,0.4,0.2,5.7,0.0,0.0,2.6
524,Jordan Walsh,BOS,21,52,39,13,7.8,1.6,0.6,1.6,36.1,0.3,1.1,27.3,0.1,0.2,58.3,0.4,0.9,1.3,0.4,0.3,0.2,0.2,0.6,4.7,0.0,0.0,0.5
525,Armel Traoré,LAL,22,9,5,4,7.4,1.6,0.7,2.1,31.6,0.0,0.8,0.0,0.2,0.8,28.6,0.2,1.4,1.7,0.1,0.3,0.4,0.2,0.7,5.4,0.0,0.0,-5.4
526,Jack McVeigh,HOU,28,9,5,4,4.8,1.6,0.6,1.9,29.4,0.4,1.4,30.8,0.0,0.0,0.0,0.2,0.3,0.6,0.1,0.2,0.0,0.2,0.3,2.8,0.0,0.0,-1.1
527,Leonard Miller,MIN,21,13,11,2,2.4,1.5,0.5,1.2,40.0,0.0,0.4,0.0,0.6,0.6,100,0.2,0.6,0.8,0.0,0.2,0.2,0.1,0.2,3.1,0.0,0.0,-0.9
528,Jazian Gortman,DAL,22,16,8,8,3.5,1.5,0.6,1.4,39.1,0.3,0.7,36.4,0.1,0.3,50.0,0.1,0.3,0.3,0.4,0.3,0.1,0.1,0.6,2.7,0.0,0.0,0.7
529,Kevin McCullar Jr.,NYK,24,4,4,0,7.3,1.5,0.5,1.8,28.6,0.0,0.3,0.0,0.5,0.5,100,0.0,2.0,2.0,0.5,0.0,0.3,0.3,1.5,6.2,0.0,0.0,-0.5
530,Quincy Olivari,LAL,23,2,1,1,5.2,1.5,0.5,2.5,20.0,0.5,2.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.8,0.0,0.0,-9.0
531,Matt Ryan,NYK,27,19,14,5,3.6,1.5,0.5,1.6,32.3,0.3,1.0,31.6,0.1,0.1,100,0.0,0.4,0.4,0.2,0.2,0.1,0.0,0.1,2.4,0.0,0.0,-2.1
532,Sidy Cissoko,POR,21,22,11,11,5.2,1.5,0.6,1.4,43.3,0.1,0.6,23.1,0.1,0.4,33.3,0.4,0.6,1.0,0.7,0.5,0.1,0.0,0.5,3.5,0.0,0.0,0.4
533,Chris Livingston,MIL,21,21,15,6,5.0,1.4,0.4,1.3,33.3,0.0,0.4,0.0,0.6,0.8,75.0,0.5,1.2,1.7,0.2,0.3,0.2,0.0,0.4,4.2,0.0,0.0,-1.4
534,Cam Christie,LAC,19,13,10,3,4.5,1.4,0.5,1.8,29.2,0.2,1.0,15.4,0.2,0.3,50.0,0.2,0.7,0.9,0.5,0.2,0.4,0.1,0.3,4.4,0.0,0.0,-0.8
535,Jacob Toppin,ATL,24,17,13,4,4.4,1.4,0.5,1.3,40.9,0.3,0.6,50.0,0.0,0.0,0.0,0.2,0.7,0.9,0.4,0.2,0.1,0.0,0.2,3.1,0.0,0.0,-1.5
536,Trey Alexander,DEN,21,24,14,10,4.9,1.3,0.5,1.7,31.7,0.1,0.7,17.6,0.1,0.2,75.0,0.0,0.5,0.5,0.5,0.2,0.1,0.0,0.4,2.8,0.0,0.0,-1.0
537,Spencer Jones,DEN,23,20,13,7,6.2,1.3,0.6,1.7,32.4,0.1,0.9,5.9,0.2,0.2,100,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,3.9,0.0,0.0,-2.3
538,Skal Labissiere,SAC,29,4,2,2,3.0,1.3,0.5,1.0,50.0,0.3,0.3,100,0.0,0.0,0.0,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,2.5,0.0,0.0,-0.3
539,Jalen Bridges,PHX,23,8,1,7,3.8,1.1,0.3,0.9,28.6,0.3,0.9,28.6,0.4,0.5,75.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.2,0.0,0.0,0.9
540,Xavier Tillman,BOS,26,33,26,7,7.0,1.0,0.4,1.6,24.5,0.2,1.0,15.6,0.1,0.1,75.0,0.3,1.0,1.3,0.2,0.4,0.3,0.2,0.5,3.9,0.0,0.0,-0.4
541,Braxton Key,GSW,28,3,3,0,3.6,1.0,0.0,1.3,0.0,0.0,0.3,0.0,1.0,2.0,50.0,0.3,0.3,0.7,0.0,0.3,0.7,0.0,0.0,3.5,0.0,0.0,-2.7
542,Bryce McGowens,POR,22,13,8,5,2.5,1.0,0.3,1.1,28.6,0.0,0.3,0.0,0.4,0.5,83.3,0.2,0.1,0.2,0.2,0.3,0.1,0.0,0.2,1.4,0.0,0.0,-0.3
543,Daniss Jenkins,DET,23,7,3,4,3.2,1.0,0.4,1.4,30.0,0.1,1.0,14.3,0.0,0.3,0.0,0.0,0.3,0.3,0.4,0.1,0.0,0.0,0.3,1.8,0.0,0.0,-1.3
544,Luke Travers,CLE,23,12,10,2,7.3,1.0,0.4,1.7,25.0,0.0,0.8,0.0,0.2,0.2,100,0.7,1.0,1.7,0.7,0.7,0.1,0.1,0.5,3.8,0.0,0.0,-0.1
545,Yuri Collins,GSW,24,2,2,0,8.2,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,2.0,0.0,1.0,0.0,2.5,8.8,0.0,0.0,-2.5
546,Justin Minaya,POR,26,19,8,11,5.3,0.9,0.4,1.1,38.1,0.1,0.5,20.0,0.0,0.1,0.0,0.3,0.3,0.5,0.4,0.3,0.3,0.1,0.6,3.0,0.0,0.0,-0.6
547,Anton Watson,NYK,24,9,5,4,2.5,0.9,0.4,1.0,44.4,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.2,0.2,0.1,0.0,0.3,1.7,0.0,0.0,-1.0
548,Isaiah Crawford,SAC,23,15,7,8,3.0,0.9,0.3,0.7,45.5,0.1,0.3,20.0,0.1,0.3,50.0,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,2.1,0.0,0.0,1.5
549,Harrison Ingram,SAS,22,5,0,5,7.0,0.8,0.4,0.8,50.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,1.4,1.8,0.6,0.2,0.6,0.0,0.4,5.5,0.0,0.0,6.0
550,Joe Ingles,MIN,37,19,12,7,6.0,0.8,0.3,1.2,26.1,0.2,0.8,20.0,0.0,0.0,0.0,0.1,0.5,0.6,1.2,0.5,0.1,0.0,0.6,3.1,0.0,0.0,0.1
551,PJ Dozier,MIN,28,9,7,2,3.9,0.8,0.2,0.3,66.7,0.2,0.3,66.7,0.1,0.7,16.7,0.1,0.4,0.6,0.6,0.1,0.1,0.0,0.3,2.5,0.0,0.0,-0.4
552,D.J. Carton,TOR,24,4,1,3,8.3,0.8,0.3,1.8,14.3,0.0,0.8,0.0,0.3,0.3,100,0.0,1.0,1.0,0.8,1.0,0.5,0.0,0.3,3.6,0.0,0.0,3.0
553,Ulrich Chomche,TOR,19,7,3,4,4.6,0.7,0.3,0.7,40.0,0.0,0.0,0.0,0.1,0.3,50.0,0.6,0.6,1.1,0.3,0.3,0.0,0.1,0.7,2.7,0.0,0.0,-3.4
554,Liam Robbins,MIL,25,13,8,5,4.4,0.7,0.2,0.6,25.0,0.0,0.2,0.0,0.4,0.8,50.0,0.5,0.4,0.9,0.2,0.5,0.2,0.2,0.7,2.5,0.0,0.0,-0.4
555,Stanley Umude,MIL,26,22,15,7,3.9,0.7,0.2,1.2,19.2,0.1,0.7,20.0,0.1,0.2,50.0,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.4,3.0,0.0,0.0,-0.7
556,James Johnson,IND,38,12,5,7,3.1,0.7,0.3,0.9,36.4,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.5,0.5,0.3,0.3,0.0,0.2,0.4,1.9,0.0,0.0,-0.8
557,Cui Yongxi,BKN,21,5,2,3,2.1,0.6,0.2,1.4,14.3,0.0,0.6,0.0,0.2,0.4,50.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.4
558,Tristen Newton,MIN,23,8,2,6,2.0,0.4,0.1,1.0,12.5,0.0,0.4,0.0,0.1,0.1,100,0.3,0.3,0.5,0.3,0.3,0.1,0.0,0.5,1.5,0.0,0.0,-0.6
559,Daishen Nix,MIN,23,3,3,0,4.4,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,50.0,0.0,1.3,1.3,1.0,1.3,0.0,0.0,0.3,2.1,0.0,0.0,3.0
560,Malevy Leons,OKC,25,6,6,0,3.5,0.3,0.0,0.3,0.0,0.0,0.2,0.0,0.3,0.7,50.0,0.2,0.3,0.5,0.2,0.2,0.0,0.0,0.7,1.0,0.0,0.0,-3.0
561,Isaiah Stevens,MIA,24,3,3,0,1.9,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,1.8,0.0,0.0,1.3
562,Jahlil Okafor,IND,29,1,0,1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,5.0
563,Jalen McDaniels,WAS,27,4,2,2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,1.1,0.0,0.0,-0.3
564,Jesse Edwards,MIN,25,2,2,0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.8,0.0,0.0,-5.0
565,Mac McClung,ORL,26,2,1,1,5.1,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,2.9,0.0,0.0,-1.0
566,Riley Minix,SAS,24,1,0,1,6.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0
567,Terence Davis,SAC,27,1,1,0,7.9,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,-3.0
568,Terry Taylor,SAC,25,3,1,2,2.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.4,0.0,0.0,3.0
569,Zyon Pullin,MEM,24,3,1,2,0.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
